actual,prediction,err%
16.1432,16.16388355521869,-0.12812549691937664
16.1631,16.145596586151335,0.10829243058983215
16.1371,16.156884910100235,-0.12260511554266103
16.154100000000003,16.1458958385033,0.05078686832880333
16.1328,16.1484498558778,-0.09700644573663862
16.0879,16.14199369635586,-0.336238392555026
16.156600000000008,16.110683856369274,0.2841943455351622
16.1116,16.12151008286064,-0.06150899265524488
16.1546,16.140938799951794,0.08456538724700452
16.1634,16.122523285183355,0.2528967594481607
16.1312,16.146932050816353,-0.09752560761972853
16.1766,16.146795964538782,0.18424165437247844
16.101300000000005,16.143655569152276,-0.2630568286552687
16.192799999999995,16.15449097365664,0.23658061819670398
16.2256,16.11785465382944,0.6640453737954849
16.187500000000004,16.17009160057778,0.10754223581296023
16.1826,16.19083482609558,-0.05088691616660842
16.14720000000001,16.189693254605775,-0.26316175315699386
16.1998,16.17664069962838,0.14296040921258668
16.149100000000004,16.176512316172587,-0.16974516333779102
16.080099999999998,16.174301628047797,-0.585827376992672
16.103400000000008,16.145748301220348,-0.2629773912362595
16.1816,16.13399274237838,0.2942061206655776
16.145200000000003,16.164492563167457,-0.11949411074160797
16.1782,16.15548010461608,0.14043524856858025
16.223399999999994,16.1652807566324,0.35824329898539087
16.178799999999995,16.200094166419095,-0.1316177121856997
16.081100000000003,16.17532572282468,-0.585940780323971
16.08009999999999,16.067387498442713,0.07905735385524963
16.137100000000004,16.08805151842619,0.3039485506925829
16.21560000000001,16.145850186230373,0.4301401969069067
16.1677,16.245068973859773,-0.4785403852110885
16.1879,16.15663683531523,0.19312674704421118
16.182700000000004,16.169008410610864,0.08460633509327758
16.241100000000007,16.167636371267193,0.45233160766705216
16.083700000000004,16.211309436513883,-0.7934084602042992
16.188200000000005,16.141298565260588,0.2897260642901488
16.105699999999995,16.168832163179925,-0.3919864593276266
16.1615,16.17106779789186,-0.059201174964338535
16.17330000000001,16.154924013898484,0.11361927436901981
16.14080000000001,16.166253852207,-0.1576988266194366
16.1521,16.164124465540578,-0.07444521480536284
16.1664,16.151810722431005,0.09024444260314245
16.1506,16.150458033844977,0.0008790147426331495
16.182199999999998,16.158558508568085,0.14609565715362194
16.144500000000004,16.153103990726304,-0.053293633908142235
16.152899999999995,16.16558813712636,-0.07855021158036203
16.195600000000002,16.156464618966453,0.24164205730908095
16.177900000000008,16.138572835095175,0.2430919025635774
