actual,prediction,err%
7.4767,7.486407905498101,-0.12984211614885013
7.454799999999999,7.488652794133536,-0.4541073420284535
7.4821,7.475970326378664,0.08192450811050501
7.4112,7.4808328105076445,-0.9395618861674827
7.4187,7.412551194052457,0.08288252588112428
7.425699999999999,7.433478714502988,-0.10475395589626949
7.449400000000001,7.4227488920849005,0.3577618051802852
7.4584,7.43035585403164,0.3760075347039642
7.4309,7.46046515488904,-0.39786775342206326
7.4157,7.439471833968487,-0.3205608906574854
7.5012,7.434324353207326,0.8915326453457326
7.520199999999999,7.5292981660455505,-0.12098303297188052
7.5096,7.519319297449231,-0.1294249686964826
7.4905,7.5164972463142625,-0.3470695723151003
7.4752,7.4804231270728225,-0.06987274016511216
7.394500000000001,7.474272790060388,-1.0788124965905344
7.381499999999999,7.380036867638389,0.019821612973106913
7.413399999999999,7.379202815661465,0.46128880592622107
7.4379,7.409898905344719,0.37646505942914893
7.4853,7.443705106560198,0.5556877271425601
7.478200000000001,7.504447932017695,-0.3509926455255786
7.4806,7.459308571788709,0.284621931546815
7.520999999999998,7.495810546305244,0.3349216021108084
7.415699999999998,7.534563575411779,-1.6028638619655682
7.4158,7.420957899042931,-0.06955283371896884
7.420999999999999,7.433629429956845,-0.17018501491504762
7.4502000000000015,7.438793055010896,0.15310924524315667
7.508100000000001,7.453961516903235,0.7210676881869618
7.4304,7.484594324601796,-0.7293594503902342
7.4309,7.450671499640242,-0.266071399699116
7.460699999999999,7.448197790332396,0.16757421780265724
7.369199999999999,7.446777298568833,-1.0527234783807393
7.6057,7.4291907783839735,2.320749196208452
7.4854,7.340665190511864,1.9335614594829489
7.456200000000002,7.464306186158256,-0.10871739167744787
7.4776,7.470142898915011,0.09972586237547972
7.4707,7.467640542298463,0.04095275812891154
7.537899999999999,7.470465993576235,0.8945993767994176
7.5377,7.467160455418929,0.9358231898466512
7.4782,7.4756629340650385,0.0339261578315868
7.5691,7.497484151816841,0.9461606820250599
7.538,7.517352178123014,0.27391644835481993
7.481400000000002,7.542223008437276,-0.8129896601875859
7.491299999999999,7.510312564862585,-0.2537952673446007
7.5082,7.516567602226888,-0.11144618186632888
7.434699999999999,7.516621766395339,-1.1018839549052357
7.451,7.4859322964163715,-0.46882695499089866
7.461599999999999,7.471996969461881,-0.1393396786464351
7.4448,7.460348640415243,-0.2088523588980684
7.4409,7.448716675148751,-0.10505013034379138
7.4989,7.44630086094945,0.7014247296343408
7.4722,7.4749588638371005,-0.03692170762426803
7.468500000000001,7.462750659983859,0.07698118787094123
7.5173,7.469001327255916,0.6425002692999282
7.508799999999999,7.489865716875784,0.2521612391356197
7.4738,7.50645962999315,-0.4369882789631762
7.4471,7.483841332748894,-0.49336429951114324
7.431799999999999,7.441386766375554,-0.128996560396602
7.4378,7.434756219669178,0.04092312687652381
7.4503,7.43697787715946,0.17881324027945206
7.464600000000001,7.45615900600161,0.1130803257829018
7.442500000000001,7.474513441544849,-0.4301436552885168
7.457699999999999,7.4201024533146915,0.5041439946003134
7.4203,7.453682364216046,-0.44987890268649827
7.3494,7.4459953704831285,-1.3143300199081338
7.4059,7.3500937177715375,0.7535381550988051
7.481400000000001,7.414312573711101,0.8967228899524162
7.4244,7.459086057347114,-0.467190040233736
7.4171999999999985,7.387100043560071,0.405812927249193
7.4531,7.4233116388608,0.39967746493674106
7.491499999999999,7.432776582247486,0.783867286291305
7.442500000000001,7.463136278219525,-0.2772761601548459
7.4548,7.444760020356205,0.1346780549953646
7.419499999999999,7.446285753787461,-0.36101831373356785
7.396699999999999,7.446425201930774,-0.6722619807586463
7.403399999999999,7.400413117678327,0.04034473784574193
7.3891,7.401166499952573,-0.16330134864290083
7.341700000000001,7.396566575942382,-0.7473279477829458
7.4171,7.324305439403442,1.2510895174199783
7.4531,7.407148010500417,0.6165486777258219
7.4228,7.445140885731692,-0.30097652815234466
7.3685,7.425303955276809,-0.7709025619435319
7.360899999999999,7.389324877586408,-0.3861603552066881
7.4136,7.379826375021073,0.4555630864752137
7.361000000000001,7.4014671193683315,-0.5497502970836952
7.3969,7.37905514049287,0.24124781336951512
7.5347,7.398057737795358,1.8135063400618756
7.4952,7.557651662222366,-0.833222091770281
7.5173,7.471413632701801,0.6104102177403907
7.4891,7.512727352034495,-0.3154898724078351
7.466100000000001,7.494865415258088,-0.3852803372321212
7.469899999999999,7.461563179792708,0.11160551288894521
7.477600000000001,7.469838260956017,0.10379986953011253
7.366300000000001,7.485800361664097,-1.6222576010221736
7.4364,7.412247276075651,0.3247905427942131
7.4019,7.408358233388732,-0.08725102188264836
7.339700000000001,7.417023742893957,-1.0535000462410837
7.373100000000001,7.373414032564317,-0.004259165945342637
7.3488,7.364971465368691,-0.22005586447707207
7.5318,7.359179161469756,2.291893551743855
7.381299999999999,7.365295364983675,0.21682677870190423
7.437200000000001,7.400937266588911,0.48758583083808255
7.340199999999999,7.401150931861419,-0.830371541121757
7.366900000000001,7.4236340473092515,-0.7701210456128134
7.4003,7.339488882478985,0.8217385446673031
7.373000000000002,7.397399689977812,-0.33093299847836466
7.309,7.395866992043453,-1.1884935291209915
7.343100000000001,7.344133761840137,-0.014078003025103447
7.3881,7.3507591783163,0.5054184659614682
7.3273,7.372190985559644,-0.6126538501172903
7.2836,7.353515335523497,-0.9599008117345398
7.305200000000001,7.288039338382574,0.23491022309351048
7.334300000000001,7.317036690580071,0.23537773775178927
7.2213,7.342631371489883,-1.680187383018057
7.377600000000001,7.27135436147927,1.4401111272057427
7.4387,7.269651898820644,2.2725489827437007
7.4266,7.375282861170757,0.6909910164710956
7.388400000000001,7.40178486959426,-0.18116059761598055
7.2823,7.387724038655668,-1.4476750292581764
7.344100000000001,7.314431537407031,0.40397683300840376
7.2869,7.348062476271913,-0.8393483686054833
7.2364,7.280344465290081,-0.6072697099397614
7.2838,7.222363935839131,0.8434617117558021
7.3159,7.275010060878806,0.5589187813009213
7.325000000000001,7.307798839825766,0.23482812524552604
7.422799999999999,7.312529840762637,1.4855601557008387
7.383699999999998,7.40902835133457,-0.3430306124919923
7.504299999999999,7.37255403658285,1.755606297951164
7.3395,7.442241881420526,-1.399848510396156
7.3159,7.457750712104348,-1.93893727503585
7.435700000000001,7.267108274817922,2.267328229784405
7.306699999999999,7.380217575296967,-1.0061666045816595
7.3294,7.4064722334611375,-1.051549014395964
7.336500000000001,7.3527094436247715,-0.22094246063886883
7.379100000000001,7.344936146057054,0.46298131131095877
7.394300000000001,7.351448071812759,0.5795265026742541
7.4227,7.3455779811526805,1.0390022343260457
7.4601,7.404357711267242,0.747205650497421
7.4112,7.459073355644808,-0.6459595699051149
7.4516,7.409307117741646,0.567567800987092
7.485899999999999,7.439842574169898,0.6152556917685409
7.374499999999999,7.484681575537844,-1.4940887590730871
7.3668,7.415786212092449,-0.6649591694148013
7.344,7.402389809362177,-0.7950682102692866
7.4097,7.357769339014907,0.7008470111488038
7.3805,7.413499218760488,-0.44711359339459616
7.4143,7.392205686029203,0.2979959533711473
7.2525,7.379053942197372,-1.7449699027559051
7.322700000000001,7.303909460899923,0.25660670381250683
7.3364,7.353121844393472,-0.22792983470737715
7.331899999999999,7.349444708079292,-0.23929279012661087
7.402100000000001,7.345750688822636,0.7612611445044615
