0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,mean_times_20
11.658,7.831400000000001,67.392,45.664,6.1690000000000005,27.247999999999994,11.899999999999999,26.372899999999998,8.71,7.230500000000001,5.899500000000001,7.144899999999998,11.52,7.0631,6.361,7.513000000000002,92.80280000000002,19.025800000000004,15.040000000000001,24.334,416.8799
11.688,7.727399999999999,44.70799999999999,42.492000000000004,6.168,27.334500000000002,11.868000000000002,26.35,8.719,7.2227,5.895599999999999,7.0991,11.540000000000001,7.1350999999999996,6.368,7.515099999999999,93.0,19.130599999999998,15.09,24.195,391.24610000000007
11.724,7.6904,58.00200000000001,46.10699999999999,6.174,27.299300000000002,11.869,26.189100000000003,8.754999999999999,7.3225999999999996,5.9597999999999995,6.998500000000001,11.52,7.1122000000000005,6.359000000000001,7.512699999999999,93.39070000000001,19.03349999999999,15.06,24.201,408.27980000000014
11.755,7.6439,75.848,44.68500000000001,6.188000000000001,27.335700000000003,11.867000000000003,26.327599999999997,8.749,7.306700000000001,5.905000000000001,7.001499999999999,11.58,7.0855,6.418,7.5102,93.4394,19.141600000000004,15.110000000000001,24.439,425.3361
11.687999999999999,7.667399999999999,66.754,45.37799999999999,6.142,27.356599999999997,11.841000000000003,26.5149,8.683,7.295199999999999,5.880399999999998,7.0127999999999995,11.559999999999999,6.9512,6.421,7.507300000000002,98.9891,19.141000000000005,15.06,24.273,422.1159
11.536,8.250499999999999,40.095,45.412000000000006,6.139,27.366199999999992,11.829999999999998,26.6759,8.677,7.370000000000002,5.873800000000002,7.0412,11.51,7.022800000000001,6.434000000000001,7.503700000000002,95.44180000000001,19.1782,15.06,24.224999999999998,392.6421
11.572,9.626599999999998,35.676,44.725,6.141,27.4569,11.801999999999998,26.8065,8.677,7.2914,5.872399999999999,7.0252,11.51,7.138799999999999,6.411,7.5103,95.35289999999999,19.17330000000001,15.09,24.451,389.30929999999995
11.029,10.0876,35.663,45.089,6.141,27.4408,11.791,26.780999999999995,8.674,7.352500000000001,5.883200000000002,7.015200000000001,11.559999999999999,7.078599999999999,6.378,7.506800000000002,95.47390000000001,19.118899999999993,15.110000000000001,24.279,389.4525
6.0569999999999995,8.672000000000002,53.59,44.89,6.143,27.4266,11.742999999999999,26.651299999999996,8.68,7.3546999999999985,5.9251999999999985,7.0029,11.600000000000001,7.1326,6.361,7.516000000000002,95.804,19.0694,15.09,24.249000000000002,400.95770000000005
9.412,7.963899999999997,53.36300000000001,44.369,6.143,27.420200000000012,11.69,26.67439999999999,8.677,7.1992,5.885200000000001,7.035000000000001,11.57,7.148800000000001,6.384999999999999,7.504799999999999,95.79220000000001,19.0547,15.06,24.389,402.73640000000006
9.382,7.857200000000001,53.55600000000001,44.737,6.134,27.578899999999994,11.670999999999998,26.771299999999997,8.674,7.3212,5.883299999999998,6.9687,11.51,7.141199999999999,6.3629999999999995,7.507299999999999,93.70649999999998,19.062999999999995,15.040000000000001,24.536,401.4015999999999
5.89,7.878900000000002,49.19199999999999,44.471,6.1370000000000005,27.474699999999995,11.658,26.866,8.719,7.366199999999999,5.8845,7.066999999999999,11.52,7.167,6.357,7.498900000000002,93.67919999999998,19.069499999999987,15.06,24.334,393.2898999999999
9.463,7.7581999999999995,40.196,44.69800000000001,6.139,27.634900000000002,11.664,26.927100000000003,8.707,7.353800000000001,5.881900000000001,7.123700000000001,11.559999999999999,7.218999999999999,6.392,7.5019000000000045,94.37079999999999,19.092600000000004,15.09,24.316,389.08889999999997
9.497,7.600800000000002,49.059,43.977000000000004,6.1370000000000005,27.4686,11.664,26.868100000000002,8.74,7.329,5.889000000000003,7.162400000000001,11.600000000000001,7.2090000000000005,6.406000000000001,7.5061,96.00799999999998,19.110999999999997,15.06,24.322,398.614
9.537,7.588,40.148,43.821,6.14,27.447099999999995,11.556,26.822499999999998,8.728,7.293899999999999,6.073699999999998,7.041300000000001,11.559999999999999,7.2067000000000005,6.384999999999999,7.503999999999998,96.48930000000001,19.037400000000005,15.040000000000001,24.347,389.7659
9.577,7.593399999999997,49.219,44.29899999999999,6.171,27.553,11.536,26.798599999999993,8.719,7.3144,5.885500000000002,7.1488,11.540000000000001,7.175199999999999,6.228,7.497800000000001,97.041,19.108399999999996,15.09,24.567,400.0621
9.610000000000001,7.2285,44.861000000000004,43.91,6.1690000000000005,27.469099999999997,11.540000000000001,26.9083,8.731,7.2883000000000004,5.8841,7.1548,11.51,7.199800000000001,6.192,7.5064,97.2523,19.088899999999995,15.09,24.403000000000002,394.9965
9.649,7.5390000000000015,40.386,43.68,6.127,27.448399999999996,11.528999999999998,26.881100000000004,8.713,7.289199999999998,5.8843,7.079199999999999,11.540000000000001,7.1329,6.225,7.506999999999999,97.29399999999998,19.139400000000013,15.09,24.322000000000003,390.4555
9.689,7.588400000000002,44.842999999999996,42.98,6.117999999999999,27.61629999999999,11.514000000000001,26.864099999999997,8.719000000000001,7.396699999999999,5.877,7.038,11.58,7.2151000000000005,6.218,7.504899999999999,97.32199999999999,19.188599999999987,15.09,24.42,394.78209999999996
9.732,7.500500000000001,53.925,42.897,6.122,27.547299999999993,11.507000000000001,26.902899999999992,8.722,7.3065999999999995,5.8877,6.9054,11.559999999999999,7.1655999999999995,6.287000000000001,7.4955,97.2897,19.19459999999999,15.09,24.561,403.59879999999987
9.76,7.4161,58.269999999999996,43.333999999999996,6.135,27.450399999999988,11.487999999999998,26.911800000000003,8.716,7.276300000000001,5.8946000000000005,7.1517,11.52,7.121400000000001,6.2620000000000005,7.499899999999999,97.27619999999999,19.246599999999997,15.06,24.371,408.16099999999994
